system:time_start,NDVI
1606711963231,0.5996827069177078
1607143962097,0.4657646889582316
1607575961229,0.282665336682835
1608007961162,0.39482522494729144
1608439956052,0.4545362905272891
1609303961756,0.4113496884703257
1609735964131,0.44854252680438955
1610167962969,0.4062144054768202
1610599964564,0.13002395698336783
1611031963555,0.1506893533458455
1611463964332,0.3593717496123204
1611895963501,0.4608894775335724
1612327963475,0.5232267782966733
1612759962735,0.559347954588463
1613191962468,0.4697903167770201
1613623961371,0.28482081630134753
1614055963357,0.3638578064511449
1614487962479,0.44085737300148764
1614919963573,0.3649161664119423
1615351963014,0.13728823249449024
1615783963158,0.4084745935113472
1616215962911,0.08078711123058649
1616647962057,0.3865493806546962
1617079962152,0.04245698942218063
1617511960278,0.19463873592628997
1617943960734,0.209719387747044
1618375957917,0.4606907433601118
1618807953672,0.165008747750862
1619239959873,0.5617538712645516
1619671959295,0.4490503263460805
1620103961976,-0.004248608993907933
1620535961693,0.18378910516184066
1620967963482,0.14551502526320972
1621399963369,0.12621901075921785
1621831964324,-0.008935014930287456
1622263964393,0.24592658064078596
1622695964548,0.018334799137549467
1623127964776,-0.0025929139688726046
1623559964235,-0.00727908513362484
1623991964585,0.0013072222033860394
1624423964785,-0.015051794223418197
1624855964592,0.5433412723454462
1625287965978,0.24994293106189153
1625719965450,-0.003985223378194783
1626151966828,0.052744206401735626
1626583965764,0.6008857702398714
1627015967135,0.23699454657109545
1627447965579,0.00603727734093804
1627879966862,0.01153204226306929
1628311964798,-0.014749530873453261
1628743966301,0.23638174263241205
1629175963489,0.008925120580903627
1629607965915,0.38153828650389326
1630039961709,0.29890376538646873
1630471964959,0.3068307483577293
1630903960204,-0.01296138620550418
1631335964140,-0.005354058200795715
1631767959752,0.5138432904036305
1632199966484,-0.017105350034353387
1632631962216,0.6285915186390229
1633063968139,0.5824252890093924
1633495964086,8.67578379961131E-4
1633927969033,0.03455198807885296
1634359963177,-0.024842982897440163
1634791969070,0.541156756705565
1635223965231,0.46160676584056054
1635655968214,0.004033778879074404
1636087964404,0.5473025171073513
1636519966238,0.6180835994864071
1636951962373,-0.045275481531139194
1637383963806,0.2026216299769778
1637815959513,0.3804491905768614
1638247963471,0.5901684541920762
1638679958935,-0.010181034849863069
1639111962425,0.6017320051285824
1639543957582,0.03294057627665221
1639975964534,0.5228174548407968
1640407958998,0.382341264093859
1640839965377,-0.014189339944570839
