system:time_start,MVI
1.611031963555E12,-6.1424089269977085
1.611463964332E12,3.437444208531811
1.611895963501E12,2.662039602785924
1.612327963475E12,2.8203505327850666
1.612759962735E12,2.484678003235313
1.613191962468E12,2.696106993827584
1.613623961371E12,2.005667867234015
1.614055963357E12,1.9341787476215409
1.614487962479E12,1.629209711751136
1.614919963573E12,2.1362459102433995
1.615351963014E12,1.7329524187469116
1.615783963158E12,1.7137408554014315
1.616215962911E12,
1.616647962057E12,1.990052400529269
1.617079962152E12,0.7954145121177519
1.617511960278E12,2.3353089172185033
1.617943960734E12,4.396013924402309
1.618375957917E12,2.2423126623346703
1.618807953672E12,1.7460462589336692
1.619239959873E12,2.3592009625666748
1.619671959295E12,2.4737073861574284
1.620103961976E12,
1.620535961693E12,
1.620967963482E12,
1.621399963369E12,
1.621831964324E12,
1.622263964393E12,4.850014693316134
1.622695964548E12,0.27006907303982247
1.623127964776E12,
1.623559964235E12,
1.623991964585E12,
1.624423964785E12,
1.624855964592E12,2.7001392403539044
1.625287965978E12,5.087358036106238
1.62571996545E12,
1.626151966828E12,
1.626583965764E12,2.7503451445163463
1.627015967135E12,
1.627447965579E12,
1.627879966862E12,
1.628311964798E12,
1.628743966301E12,-7.0627532586152295
1.629175963489E12,
1.629607965915E12,7.528952045528182
1.630039961709E12,
1.630471964959E12,
1.630903960204E12,
1.63133596414E12,
1.631767959752E12,2.7110692539328523
1.632199966484E12,
1.632631962216E12,2.0008428352243666
1.633063968139E12,2.0168563819981657
1.633495964086E12,
1.633927969033E12,
1.634359963177E12,
1.63479196907E12,2.7557207939077037
1.635223965231E12,2.9093162558294763
1.635655968214E12,0.19930123936035857
1.636087964404E12,2.755691186665758
1.636519966238E12,2.4874750023883165
1.636951962373E12,
1.637383963806E12,8.688371319988555
1.637815959513E12,2.541118213076928
1.638247963471E12,2.5572961001269316
1.638679958935E12,
1.639111962425E12,2.4770197778775396
1.639543957582E12,
1.639975964534E12,2.7522512582615826
1.640407958998E12,2.380608120023914
1.640839965377E12,
